<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
GAZP,D,20130213,000000,133.9500000,137.8400000,133.4200000,137.1500000
GAZP,D,20130214,000000,137.2000000,138.2000000,133.5500000,134.2000000
GAZP,D,20130215,000000,134.2000000,134.5700000,131.7200000,133.9900000
GAZP,D,20130218,000000,134.0000000,136.2000000,133.3000000,135.9000000
GAZP,D,20130219,000000,136.0000000,137.8600000,135.7300000,137.5500000
GAZP,D,20130220,000000,137.9800000,137.9800000,136.5200000,137.0600000
GAZP,D,20130221,000000,135.7600000,136.2000000,134.6100000,136.0000000
GAZP,D,20130222,000000,136.3200000,137.1300000,136.0000000,136.8100000
GAZP,D,20130225,000000,137.0500000,138.4700000,136.5500000,138.0300000
GAZP,D,20130226,000000,136.5000000,137.1900000,135.5000000,136.5000000
GAZP,D,20130227,000000,136.9000000,138.5200000,136.3300000,137.6000000
GAZP,D,20130228,000000,138.3600000,138.4000000,136.5200000,137.4000000
GAZP,D,20130301,000000,136.7400000,136.9400000,133.9800000,134.7500000
GAZP,D,20130304,000000,134.2200000,135.3800000,132.6500000,133.0300000
GAZP,D,20130305,000000,133.5300000,136.4600000,132.5400000,136.4500000
GAZP,D,20130306,000000,136.5000000,137.3200000,134.7200000,134.8500000
GAZP,D,20130307,000000,134.9700000,135.7500000,133.3700000,133.7300000
GAZP,D,20130311,000000,135.0200000,136.9500000,134.8600000,136.6000000
GAZP,D,20130312,000000,136.8000000,137.4400000,135.8600000,137.2500000
GAZP,D,20130313,000000,136.9000000,141.7900000,136.6000000,140.5600000
GAZP,D,20130314,000000,140.5000000,142.5000000,140.0000000,142.0800000
GAZP,D,20130315,000000,142.8100000,144.8200000,142.5800000,144.5000000
GAZP,D,20130318,000000,142.9700000,144.3700000,140.8500000,144.2800000
GAZP,D,20130319,000000,144.4000000,145.9500000,142.0500000,142.3400000
GAZP,D,20130320,000000,141.8700000,142.5000000,140.6600000,142.0900000
GAZP,D,20130321,000000,142.6200000,143.8800000,142.0000000,142.3200000
GAZP,D,20130322,000000,142.0500000,142.2500000,140.0000000,140.1800000
GAZP,D,20130325,000000,140.9100000,142.3500000,138.3000000,138.6000000
GAZP,D,20130326,000000,138.9600000,139.4800000,136.5000000,136.5800000
GAZP,D,20130327,000000,137.4100000,137.6400000,134.0400000,136.3600000
GAZP,D,20130328,000000,135.4200000,135.6600000,131.9800000,133.1700000
GAZP,D,20130329,000000,133.8300000,134.1600000,133.1100000,134.0800000
GAZP,D,20130401,000000,133.8800000,134.4800000,132.6300000,132.8500000
GAZP,D,20130402,000000,133.0100000,133.4400000,130.8100000,130.8100000
GAZP,D,20130403,000000,130.9500000,131.7000000,129.8700000,130.3800000
GAZP,D,20130404,000000,129.2900000,132.8800000,128.7700000,131.2900000
GAZP,D,20130405,000000,131.0100000,131.8500000,129.7600000,130.5000000
GAZP,D,20130408,000000,131.0700000,132.1600000,128.9200000,129.0100000
GAZP,D,20130409,000000,129.9900000,131.2000000,129.1600000,130.4200000
GAZP,D,20130410,000000,131.1300000,131.8500000,128.7300000,129.5300000
GAZP,D,20130411,000000,130.0000000,130.0000000,125.5500000,126.0800000
GAZP,D,20130412,000000,125.9900000,127.4300000,125.1100000,126.7000000
GAZP,D,20130415,000000,125.9800000,126.7000000,123.5200000,125.9500000
GAZP,D,20130416,000000,124.8900000,126.6600000,124.1000000,124.1500000
GAZP,D,20130417,000000,124.7000000,124.9600000,120.7900000,121.8000000
GAZP,D,20130418,000000,121.6000000,122.8400000,120.1700000,120.4500000
GAZP,D,20130419,000000,121.0700000,122.0800000,119.6200000,120.1100000
GAZP,D,20130422,000000,120.4900000,121.6500000,118.6900000,119.9000000
GAZP,D,20130423,000000,119.5000000,121.2500000,118.6400000,120.1700000
GAZP,D,20130424,000000,120.6000000,124.8000000,119.8500000,124.7000000
GAZP,D,20130425,000000,125.0000000,125.5900000,122.8000000,122.9600000
GAZP,D,20130426,000000,122.8000000,123.3500000,121.1000000,122.8200000
GAZP,D,20130429,000000,123.1200000,123.6500000,121.6500000,122.5000000
GAZP,D,20130430,000000,122.9000000,125.7300000,122.1400000,124.1500000
GAZP,D,20130502,000000,122.9600000,124.0400000,122.5500000,122.9600000
GAZP,D,20130503,000000,123.6900000,128.7500000,123.4500000,128.7000000
GAZP,D,20130506,000000,128.8800000,129.7300000,127.5700000,129.3800000
GAZP,D,20130507,000000,129.4800000,131.6500000,128.6800000,130.5500000
GAZP,D,20130508,000000,130.5500000,132.0400000,129.7100000,131.8100000
GAZP,D,20130510,000000,132.2900000,133.6300000,131.1500000,132.8900000
GAZP,D,20130513,000000,132.4900000,132.6600000,129.2600000,129.8000000
GAZP,D,20130514,000000,126.0000000,126.3800000,124.3300000,125.5400000
GAZP,D,20130515,000000,125.7000000,125.9400000,122.1600000,122.3000000
GAZP,D,20130516,000000,123.2400000,125.0000000,121.5400000,122.8100000
GAZP,D,20130517,000000,123.2000000,125.7500000,122.7200000,125.4900000
GAZP,D,20130520,000000,125.8200000,127.5600000,125.7200000,126.4000000
GAZP,D,20130521,000000,126.1000000,127.4400000,125.4000000,126.9500000
GAZP,D,20130522,000000,127.0300000,128.4000000,126.5300000,127.3900000
GAZP,D,20130523,000000,125.7800000,125.7800000,121.3100000,121.6000000
GAZP,D,20130524,000000,122.2400000,122.9500000,118.8700000,120.0000000
GAZP,D,20130527,000000,120.8000000,121.1800000,119.0300000,119.6800000
GAZP,D,20130528,000000,120.3900000,122.0900000,120.0800000,120.8700000
GAZP,D,20130529,000000,120.4100000,120.4800000,118.0900000,118.6300000
GAZP,D,20130530,000000,118.6300000,120.8200000,118.5000000,119.8100000
GAZP,D,20130531,000000,120.4800000,123.4200000,118.4400000,123.4000000
GAZP,D,20130603,000000,122.6100000,122.9600000,120.1500000,120.7500000
GAZP,D,20130604,000000,121.1500000,122.1200000,119.2200000,119.4900000
GAZP,D,20130605,000000,119.1200000,119.6700000,117.6400000,118.2200000
GAZP,D,20130606,000000,117.9500000,118.5400000,116.8000000,116.9800000
GAZP,D,20130607,000000,117.9500000,118.2500000,116.5800000,117.2500000
GAZP,D,20130610,000000,117.8400000,118.1100000,115.8500000,116.5000000
GAZP,D,20130611,000000,116.2000000,116.8000000,110.9400000,111.9100000
GAZP,D,20130613,000000,110.0400000,111.3500000,108.1500000,109.9100000
GAZP,D,20130614,000000,111.2500000,111.9300000,109.5200000,109.8000000
GAZP,D,20130617,000000,110.0000000,111.8100000,109.2500000,111.4200000
GAZP,D,20130618,000000,110.9000000,113.9500000,110.8400000,112.9800000
GAZP,D,20130619,000000,113.1300000,113.6100000,110.7200000,111.2100000
GAZP,D,20130620,000000,109.0600000,109.7900000,107.5500000,108.2400000
GAZP,D,20130621,000000,108.0000000,110.7500000,107.4300000,109.6000000
GAZP,D,20130624,000000,108.3000000,109.6200000,106.5000000,107.2300000
GAZP,D,20130625,000000,107.2500000,110.1400000,107.2500000,108.5600000
GAZP,D,20130626,000000,108.7500000,111.0800000,108.7500000,110.0500000
GAZP,D,20130627,000000,110.7200000,110.7400000,106.8000000,107.6000000
GAZP,D,20130628,000000,107.8400000,109.2000000,106.6000000,109.1000000
GAZP,D,20130701,000000,109.1200000,109.8700000,108.0600000,109.0800000
GAZP,D,20130702,000000,109.3000000,110.1100000,108.1700000,109.2000000
GAZP,D,20130703,000000,108.8200000,109.5000000,107.5100000,109.2000000
GAZP,D,20130704,000000,109.5700000,113.2900000,109.0200000,113.1700000
GAZP,D,20130705,000000,113.4900000,115.4600000,112.7000000,113.5700000
GAZP,D,20130708,000000,114.4000000,115.3600000,113.1200000,114.0000000
GAZP,D,20130709,000000,114.3300000,115.0000000,113.4400000,114.1500000
GAZP,D,20130710,000000,114.2900000,114.7500000,112.5200000,113.6000000
GAZP,D,20130711,000000,114.6700000,118.2400000,114.6100000,117.2900000
GAZP,D,20130712,000000,117.5900000,122.0000000,117.3700000,121.8500000
GAZP,D,20130715,000000,122.0500000,123.2500000,121.3400000,122.7800000
GAZP,D,20130716,000000,122.8000000,125.1900000,122.1600000,124.7800000
GAZP,D,20130717,000000,124.5900000,131.4000000,123.5500000,131.3000000
GAZP,D,20130718,000000,131.3700000,134.2500000,128.8400000,130.2100000
GAZP,D,20130719,000000,130.0000000,133.0900000,129.0700000,129.5300000
GAZP,D,20130722,000000,130.0500000,132.4500000,127.7200000,128.8500000
GAZP,D,20130723,000000,129.8100000,130.9500000,128.2700000,128.5000000
GAZP,D,20130724,000000,128.5100000,129.3800000,126.4400000,127.1700000
GAZP,D,20130725,000000,126.7200000,128.1800000,125.6000000,127.8100000
GAZP,D,20130726,000000,128.7100000,129.8700000,128.0500000,128.8400000
GAZP,D,20130729,000000,128.7000000,129.8800000,128.3600000,129.4000000
GAZP,D,20130730,000000,129.9300000,131.4300000,129.5900000,129.6000000
GAZP,D,20130731,000000,129.7600000,129.8800000,127.7100000,128.6100000
GAZP,D,20130801,000000,129.5000000,130.9000000,129.3500000,130.2100000
GAZP,D,20130802,000000,131.0200000,131.6800000,127.4000000,128.4500000
GAZP,D,20130805,000000,128.3700000,129.4200000,127.3700000,128.8700000
GAZP,D,20130806,000000,128.1500000,128.7000000,125.7800000,126.1000000
GAZP,D,20130807,000000,125.5000000,126.9900000,124.6000000,124.8600000
GAZP,D,20130808,000000,125.4000000,125.7000000,124.1400000,125.1800000
GAZP,D,20130809,000000,125.5600000,128.8000000,125.0500000,128.2400000
GAZP,D,20130812,000000,128.6400000,130.4800000,128.5000000,129.0300000
GAZP,D,20130813,000000,129.5700000,132.2800000,129.5000000,132.1800000
GAZP,D,20130814,000000,132.6200000,134.7400000,132.5300000,134.5200000
GAZP,D,20130815,000000,134.3300000,134.4600000,130.2600000,131.0500000
GAZP,D,20130816,000000,131.3800000,132.2700000,129.3800000,130.7900000
GAZP,D,20130819,000000,130.8000000,132.5000000,130.3000000,132.4500000
GAZP,D,20130820,000000,131.7300000,132.7900000,130.0000000,132.6800000
GAZP,D,20130821,000000,132.4900000,133.5000000,131.1000000,132.2000000
GAZP,D,20130822,000000,131.5500000,134.6900000,131.0700000,134.1100000
GAZP,D,20130823,000000,134.4000000,134.8500000,132.8000000,133.1000000
GAZP,D,20130826,000000,133.7700000,134.1200000,131.9000000,132.6100000
GAZP,D,20130827,000000,131.9100000,132.3200000,130.9100000,131.7600000
GAZP,D,20130828,000000,131.2500000,132.7000000,129.6100000,132.2900000
GAZP,D,20130829,000000,132.4000000,133.1700000,130.3300000,131.7000000
GAZP,D,20130830,000000,131.8000000,131.9900000,130.5800000,131.9000000
GAZP,D,20130902,000000,132.2000000,133.0500000,130.0500000,131.4500000
GAZP,D,20130903,000000,131.9700000,133.0800000,131.0100000,131.5000000
GAZP,D,20130904,000000,131.1200000,132.2400000,130.3500000,132.0100000
GAZP,D,20130905,000000,132.4000000,140.0700000,132.1100000,140.0000000
GAZP,D,20130906,000000,140.0100000,143.9800000,138.8100000,141.9700000
GAZP,D,20130909,000000,142.5200000,147.4700000,142.5200000,147.4000000
GAZP,D,20130910,000000,148.4000000,148.7000000,145.6000000,146.3700000
GAZP,D,20130911,000000,146.4600000,147.9600000,145.6000000,146.5000000
GAZP,D,20130912,000000,147.0200000,147.3400000,144.0700000,144.8400000
GAZP,D,20130913,000000,144.6000000,145.0500000,142.1100000,142.3500000
GAZP,D,20130916,000000,143.0500000,146.8700000,143.0400000,145.5200000
GAZP,D,20130917,000000,144.8800000,146.1100000,144.0100000,146.0500000
GAZP,D,20130918,000000,146.0100000,148.4000000,143.8000000,144.0900000
GAZP,D,20130919,000000,148.0300000,149.7000000,147.3500000,148.1300000
GAZP,D,20130920,000000,147.5300000,149.1900000,146.9300000,147.7100000
GAZP,D,20130923,000000,147.6000000,147.9600000,145.3700000,145.9900000
GAZP,D,20130924,000000,145.3000000,145.7700000,143.6000000,144.6000000
GAZP,D,20130925,000000,144.4600000,146.2000000,144.0500000,145.8000000
GAZP,D,20130926,000000,145.3600000,146.7500000,144.5000000,145.9000000
GAZP,D,20130927,000000,146.1000000,146.4900000,144.6200000,145.0700000
GAZP,D,20130930,000000,144.0000000,145.2500000,142.3900000,144.1500000
GAZP,D,20131001,000000,144.0900000,146.0400000,143.4900000,145.7100000
GAZP,D,20131002,000000,145.8400000,145.9900000,142.1100000,143.3500000
GAZP,D,20131003,000000,143.6000000,143.9000000,141.6700000,142.2600000
GAZP,D,20131004,000000,142.2400000,144.8700000,140.9100000,144.8500000
GAZP,D,20131007,000000,143.9900000,147.3100000,142.8000000,147.0000000
GAZP,D,20131008,000000,147.4000000,152.0300000,146.3600000,151.9700000
GAZP,D,20131009,000000,151.0100000,153.0000000,149.9100000,151.2900000
GAZP,D,20131010,000000,151.7200000,154.3200000,151.6100000,153.1100000
GAZP,D,20131011,000000,153.9000000,154.4700000,152.2100000,153.2200000
GAZP,D,20131014,000000,152.8400000,153.3900000,152.1200000,152.7100000
GAZP,D,20131015,000000,153.5300000,156.3500000,153.5300000,156.3000000
GAZP,D,20131016,000000,155.9000000,158.6900000,155.3300000,157.8800000
GAZP,D,20131017,000000,158.4600000,158.5600000,154.5000000,154.9900000
GAZP,D,20131018,000000,156.2400000,157.5900000,155.2700000,157.1000000
GAZP,D,20131021,000000,157.5600000,157.6000000,155.1300000,156.0500000
GAZP,D,20131022,000000,155.9000000,156.1900000,153.8000000,154.0000000
GAZP,D,20131023,000000,153.4800000,153.7000000,149.7300000,150.2500000
GAZP,D,20131024,000000,150.7300000,152.1700000,149.1100000,150.5000000
GAZP,D,20131025,000000,150.4000000,150.8300000,147.9000000,150.0800000
GAZP,D,20131028,000000,151.1100000,152.4800000,150.0300000,150.3300000
GAZP,D,20131029,000000,150.2900000,151.7600000,149.2400000,150.9200000
GAZP,D,20131030,000000,151.6800000,152.7000000,150.0800000,150.8900000
GAZP,D,20131031,000000,149.5300000,150.6000000,148.7500000,150.4000000
GAZP,D,20131101,000000,150.4000000,151.7700000,150.2400000,150.4400000
GAZP,D,20131105,000000,150.8400000,151.2100000,148.5700000,148.6800000
GAZP,D,20131106,000000,149.6000000,149.6400000,147.0100000,147.2600000
GAZP,D,20131107,000000,146.9600000,151.5000000,146.2800000,150.3200000
GAZP,D,20131108,000000,149.4300000,149.5000000,147.2700000,147.5500000
GAZP,D,20131111,000000,148.3600000,148.7500000,144.6700000,144.8200000
GAZP,D,20131112,000000,144.9900000,147.2000000,144.2200000,146.5100000
GAZP,D,20131113,000000,145.6100000,145.6700000,142.3500000,143.0300000
GAZP,D,20131114,000000,143.9300000,146.9800000,143.7500000,146.5800000
GAZP,D,20131115,000000,147.0000000,147.9700000,145.7600000,147.1400000
GAZP,D,20131118,000000,147.6100000,150.0200000,147.5300000,149.6400000
GAZP,D,20131119,000000,149.7300000,150.8000000,148.1000000,148.8500000
GAZP,D,20131120,000000,148.3600000,150.8000000,147.5000000,150.3000000
GAZP,D,20131121,000000,149.0000000,149.7900000,147.6800000,148.2300000
GAZP,D,20131122,000000,149.3000000,149.6000000,147.7500000,149.5900000
GAZP,D,20131125,000000,149.8300000,150.2900000,147.8100000,147.9300000
GAZP,D,20131126,000000,148.2000000,148.4000000,142.4500000,143.2800000
GAZP,D,20131127,000000,143.3000000,143.9900000,140.8200000,142.0100000
GAZP,D,20131128,000000,142.9700000,143.1300000,141.5800000,142.3800000
GAZP,D,20131129,000000,142.3000000,144.1700000,141.2000000,143.1000000
GAZP,D,20131202,000000,142.9700000,144.0900000,141.5000000,141.5100000
GAZP,D,20131203,000000,141.0100000,141.2900000,138.4900000,138.6000000
GAZP,D,20131204,000000,139.0600000,139.9800000,135.7100000,136.2600000
GAZP,D,20131205,000000,137.0200000,137.8000000,134.8100000,135.2500000
GAZP,D,20131206,000000,135.7100000,137.9400000,135.0000000,137.4800000
GAZP,D,20131209,000000,137.7500000,138.8500000,136.6100000,138.4300000
GAZP,D,20131210,000000,138.6000000,138.7500000,136.9000000,137.6100000
GAZP,D,20131211,000000,137.1000000,137.8700000,135.8100000,137.0400000
GAZP,D,20131212,000000,135.7500000,136.1800000,133.5500000,134.1600000
GAZP,D,20131213,000000,134.1800000,134.8700000,132.6900000,133.3800000
GAZP,D,20131216,000000,132.7000000,136.6000000,132.3200000,136.5000000
GAZP,D,20131217,000000,136.5000000,139.0800000,136.2300000,138.5500000
GAZP,D,20131218,000000,139.0000000,139.8800000,137.3600000,139.8700000
GAZP,D,20131219,000000,141.0100000,142.4800000,140.1400000,140.4500000
GAZP,D,20131220,000000,140.4500000,141.5800000,139.9300000,141.5000000
GAZP,D,20131223,000000,142.2200000,142.3200000,141.1000000,141.6400000
GAZP,D,20131224,000000,141.6000000,142.0000000,140.6000000,141.6600000
GAZP,D,20131225,000000,141.7500000,142.0000000,140.7100000,140.7700000
GAZP,D,20131226,000000,141.0000000,141.3700000,140.3100000,140.4300000
GAZP,D,20131227,000000,140.6000000,141.1800000,138.9300000,139.0100000
GAZP,D,20131230,000000,138.8000000,139.3900000,138.2800000,138.7500000
GAZP,D,20140106,000000,137.5800000,137.9100000,135.4000000,135.4700000
GAZP,D,20140108,000000,136.6200000,137.5000000,136.0000000,137.3300000
GAZP,D,20140109,000000,137.3300000,139.4900000,137.1300000,138.6800000
GAZP,D,20140110,000000,138.4800000,139.7000000,137.6000000,139.6900000
GAZP,D,20140113,000000,139.7000000,140.9400000,138.8000000,139.0800000
GAZP,D,20140114,000000,138.1600000,138.3300000,136.8000000,137.4400000
GAZP,D,20140115,000000,138.1300000,138.9000000,137.0400000,137.4400000
GAZP,D,20140116,000000,137.9000000,138.4400000,135.6000000,137.3600000
GAZP,D,20140117,000000,137.3000000,138.7100000,136.7800000,137.2200000
GAZP,D,20140120,000000,137.3500000,139.8600000,136.8200000,139.7500000
GAZP,D,20140121,000000,140.0600000,145.8100000,139.8900000,145.7000000
GAZP,D,20140122,000000,145.7200000,149.0800000,144.1800000,145.9600000
GAZP,D,20140123,000000,145.2000000,148.5000000,145.1300000,145.7500000
GAZP,D,20140124,000000,144.3200000,149.3900000,144.0600000,146.7200000
GAZP,D,20140127,000000,146.0000000,148.5800000,145.8000000,147.6400000
GAZP,D,20140128,000000,147.6700000,149.2500000,146.6400000,147.0100000
GAZP,D,20140129,000000,147.9300000,149.9500000,147.5000000,147.9000000
GAZP,D,20140130,000000,147.8000000,149.2100000,144.7200000,147.3200000
GAZP,D,20140131,000000,147.3200000,147.9700000,144.5100000,145.1600000
GAZP,D,20140203,000000,145.4000000,145.9700000,141.5000000,141.7200000
GAZP,D,20140204,000000,140.3600000,141.7200000,138.8400000,141.1500000
GAZP,D,20140205,000000,141.2900000,142.7500000,140.7200000,141.9700000
GAZP,D,20140206,000000,142.3000000,143.5000000,141.1800000,143.4800000
GAZP,D,20140207,000000,144.2600000,146.8700000,144.1000000,146.4200000
GAZP,D,20140210,000000,146.8700000,147.9000000,146.4100000,146.8900000
GAZP,D,20140211,000000,147.0300000,149.2500000,146.5100000,147.6000000
GAZP,D,20140212,000000,148.2000000,149.4800000,147.5100000,148.4700000
GAZP,D,20140213,000000,147.8100000,148.0800000,145.3300000,145.9000000
GAZP,D,20140214,000000,146.6600000,149.1000000,146.2500000,148.8400000
GAZP,D,20140217,000000,149.8500000,151.8400000,149.7100000,151.3000000
GAZP,D,20140218,000000,151.5100000,153.7800000,151.5100000,152.7500000
GAZP,D,20140219,000000,152.6500000,153.8500000,147.1600000,147.6400000
GAZP,D,20140220,000000,146.7000000,148.5000000,145.7200000,148.4000000
GAZP,D,20140221,000000,148.9600000,149.8500000,148.0000000,149.1700000
GAZP,D,20140224,000000,149.2000000,149.7900000,148.1400000,149.2300000
GAZP,D,20140225,000000,149.6000000,150.0000000,146.0200000,146.2100000
GAZP,D,20140226,000000,146.5100000,147.2600000,142.7700000,143.4900000
GAZP,D,20140227,000000,143.7500000,144.7600000,139.5000000,140.6500000
GAZP,D,20140228,000000,140.9700000,141.2000000,137.0300000,139.2000000
GAZP,D,20140303,000000,134.8800000,134.9000000,116.7900000,119.8600000
GAZP,D,20140304,000000,121.0100000,131.7200000,121.0000000,129.3500000
GAZP,D,20140305,000000,130.6400000,130.9900000,124.6200000,125.4500000
GAZP,D,20140306,000000,125.9000000,128.8600000,120.0000000,123.6200000
GAZP,D,20140307,000000,123.8800000,126.1000000,121.6700000,124.0100000
GAZP,D,20140311,000000,123.4800000,124.2900000,120.0800000,120.9000000
GAZP,D,20140312,000000,119.8500000,120.7000000,117.7600000,119.0600000
GAZP,D,20140313,000000,120.3200000,122.5600000,117.8100000,118.7000000
GAZP,D,20140314,000000,117.0300000,119.2000000,114.0000000,118.6000000
GAZP,D,20140317,000000,119.9500000,123.3300000,116.0600000,120.4600000
GAZP,D,20140318,000000,121.6600000,128.0000000,119.6200000,127.4000000
GAZP,D,20140319,000000,127.2000000,129.1800000,124.0500000,125.5500000
GAZP,D,20140320,000000,124.8400000,127.6400000,124.0000000,126.2100000
GAZP,D,20140321,000000,124.4000000,124.9500000,122.1200000,124.7100000
GAZP,D,20140324,000000,124.5800000,127.8700000,123.5300000,123.7000000
GAZP,D,20140325,000000,124.0000000,128.4300000,122.3000000,128.1000000
GAZP,D,20140326,000000,128.5500000,134.7300000,127.8600000,132.5000000
GAZP,D,20140327,000000,132.0000000,133.7000000,129.5600000,130.7800000
GAZP,D,20140328,000000,131.4000000,133.8800000,130.6000000,132.9500000
GAZP,D,20140331,000000,132.9000000,135.5000000,132.0000000,135.5000000
GAZP,D,20140401,000000,135.8000000,136.7300000,133.8400000,135.8900000
GAZP,D,20140402,000000,135.7500000,135.8500000,132.6700000,134.9000000
GAZP,D,20140403,000000,134.9700000,136.0000000,133.8200000,134.5000000
GAZP,D,20140404,000000,134.7500000,138.4300000,134.1000000,137.4700000
GAZP,D,20140407,000000,136.0100000,136.1900000,131.5100000,133.9900000
GAZP,D,20140408,000000,134.0500000,135.1000000,132.5500000,133.2500000
GAZP,D,20140409,000000,133.3000000,133.5800000,130.1000000,132.3100000
GAZP,D,20140410,000000,132.8600000,134.9000000,132.6400000,134.8200000
GAZP,D,20140411,000000,132.9600000,135.6700000,132.0000000,134.0000000
GAZP,D,20140414,000000,133.1200000,133.3000000,130.2100000,131.0000000
GAZP,D,20140415,000000,130.5600000,131.3000000,127.5200000,127.7500000
GAZP,D,20140416,000000,128.0200000,129.9500000,126.2500000,129.0000000
GAZP,D,20140417,000000,129.3600000,130.8400000,127.5200000,129.8200000
GAZP,D,20140418,000000,132.5000000,134.1900000,132.2800000,133.9000000
GAZP,D,20140421,000000,133.8600000,134.4400000,132.1200000,132.6800000
GAZP,D,20140422,000000,132.7700000,132.9200000,130.6200000,131.7000000
GAZP,D,20140423,000000,131.5000000,131.7000000,129.6000000,130.5000000
GAZP,D,20140424,000000,130.4900000,131.2800000,125.0400000,126.6900000
GAZP,D,20140425,000000,125.9700000,127.3000000,124.3800000,125.4000000
GAZP,D,20140428,000000,124.4100000,128.4000000,122.7700000,128.1200000
GAZP,D,20140429,000000,129.5000000,130.2800000,127.4300000,128.3000000
GAZP,D,20140430,000000,128.5100000,129.1400000,127.0000000,128.7700000
GAZP,D,20140502,000000,127.9000000,127.9600000,126.1200000,127.0000000
GAZP,D,20140505,000000,126.2900000,127.0900000,125.1500000,126.0000000
GAZP,D,20140506,000000,126.5000000,129.8100000,126.5000000,129.4900000
GAZP,D,20140507,000000,128.9600000,137.2000000,128.6200000,134.1000000
GAZP,D,20140508,000000,134.2000000,136.9900000,133.3000000,135.6300000
GAZP,D,20140512,000000,136.0600000,137.7900000,135.1700000,135.7100000
GAZP,D,20140513,000000,136.1100000,139.7500000,135.6000000,138.4600000
GAZP,D,20140514,000000,138.4300000,140.1000000,137.9100000,139.8700000
GAZP,D,20140515,000000,139.9800000,143.0900000,139.9000000,141.1500000
GAZP,D,20140516,000000,140.8000000,144.2900000,140.6700000,144.2900000
GAZP,D,20140519,000000,144.5000000,148.9400000,144.3800000,148.0500000
GAZP,D,20140520,000000,148.3400000,149.1000000,144.1200000,145.3500000
GAZP,D,20140521,000000,144.5000000,148.5500000,144.0000000,146.5800000
GAZP,D,20140522,000000,146.9500000,147.7500000,143.5600000,144.7800000
GAZP,D,20140523,000000,144.4000000,145.6900000,143.3000000,144.3000000
GAZP,D,20140526,000000,145.0100000,147.1000000,143.9500000,145.8000000
GAZP,D,20140527,000000,145.8000000,145.8100000,140.8900000,142.4000000
GAZP,D,20140528,000000,142.4500000,142.8300000,140.2400000,141.3000000
GAZP,D,20140529,000000,141.8200000,144.7900000,141.5700000,144.2000000
GAZP,D,20140530,000000,144.4400000,144.6100000,141.1500000,141.7000000
GAZP,D,20140602,000000,141.9800000,145.9600000,141.9000000,144.1100000
GAZP,D,20140603,000000,143.5600000,144.1900000,141.5000000,144.1900000
GAZP,D,20140604,000000,144.0000000,145.7800000,143.7000000,144.0400000
GAZP,D,20140605,000000,143.8000000,144.1300000,142.3000000,142.7500000
GAZP,D,20140606,000000,143.2600000,144.4000000,140.7000000,143.9700000
GAZP,D,20140609,000000,144.0200000,146.2000000,143.0300000,144.4000000
GAZP,D,20140610,000000,144.4000000,144.7600000,142.6700000,144.7500000
GAZP,D,20140611,000000,144.7500000,146.4000000,143.9000000,146.4000000
GAZP,D,20140616,000000,143.9200000,145.2700000,142.5800000,145.2000000
GAZP,D,20140617,000000,145.3000000,146.3700000,143.7200000,144.7700000
GAZP,D,20140618,000000,144.9000000,146.1900000,144.4300000,145.0000000
GAZP,D,20140619,000000,146.4000000,147.6900000,145.0400000,145.2000000
GAZP,D,20140620,000000,145.0500000,145.8800000,144.2800000,145.6000000
GAZP,D,20140623,000000,146.2200000,147.2700000,145.0700000,147.1700000
